"Date","Price","Open","High","Low","Vol.","Change %"
"08/11/2023","321,234","321,234","321,234","321,234","7.67M","-0.71%"
"08/10/2023","323,527","323,527","323,527","323,527","15.74M","-0.79%"
"08/09/2023","326,094","326,094","326,094","326,094","18.75M","-0.20%"
"08/08/2023","326,742","326,742","326,742","326,742","16.41M","0.20%"
"08/04/2023","326,088","326,088","326,088","326,088","10.89M","-0.13%"
"08/03/2023","326,525","326,525","326,525","326,525","124.69M","-0.77%"
"08/02/2023","329,060","329,060","329,060","329,060","14.11M","0.81%"
"07/31/2023","326,405","326,405","326,405","326,405","10.27M","0.35%"
"07/28/2023","325,270","325,270","325,270","325,270","10.23M","-1.10%"
"07/27/2023","328,878","328,878","328,878","328,878","16.12M","0.82%"
"07/26/2023","326,203","326,203","326,203","326,203","6.03M","-0.56%"
"07/25/2023","328,047","328,047","328,047","328,047","14.46M","-0.39%"
"07/24/2023","329,347","329,347","329,347","329,347","16.38M","0.45%"
"07/21/2023","327,868","327,868","327,868","327,868","17.42M","-9.54%"
"07/20/2023","362,426","362,426","362,426","362,426","12.08M","0.48%"
"07/19/2023","360,690","360,690","360,690","360,690","10.33M","-0.20%"
"07/18/2023","361,399","361,399","361,399","361,399","7.63M","0.46%"
"07/17/2023","359,758","359,758","359,758","359,758","9.48M","-0.04%"
"07/14/2023","359,919","359,919","359,919","359,919","7.58M","-0.47%"
"07/13/2023","361,614","361,614","361,614","361,614","8.65M","-0.34%"
"07/12/2023","362,841","362,841","362,841","362,841","15.31M","-0.01%"
"07/11/2023","362,882","362,882","362,882","362,882","9.13M","-0.14%"
"07/10/2023","363,380","363,380","363,380","363,380","24.44M","0.03%"
"07/07/2023","363,288","363,288","363,288","363,288","11.91M","-0.56%"
"07/06/2023","365,340","365,340","365,340","365,340","19.49M","0.18%"
"07/05/2023","364,684","364,684","364,684","364,684","17.33M","-0.40%"
"07/04/2023","366,146","366,146","366,146","366,146","67.83M","-0.18%"
"07/03/2023","366,806","366,806","366,806","366,806","8.35M","-1.02%"
"06/30/2023","370,574","370,574","370,574","370,574","25.39M","0.70%"
"06/29/2023","368,014","368,014","368,014","368,014","22.27M","0.19%"
"06/28/2023","367,304","367,304","367,304","367,304","22.09M","0.58%"
"06/27/2023","365,191","365,191","365,191","365,191","33.76M","0.21%"
"06/26/2023","364,419","364,419","364,419","364,419","15.46M","0.76%"
"06/23/2023","361,654","361,654","361,654","361,654","14.03M","0.01%"
"06/22/2023","361,608","361,608","361,608","361,608","24.68M","-0.27%"
"06/21/2023","362,601","362,601","362,601","362,601","7.74M","0.43%"
"06/20/2023","361,052","361,052","361,052","361,052","31.37M","-0.90%"
"06/19/2023","364,321","364,321","364,321","364,321","24.00M","1.08%"
"06/16/2023","360,435","360,435","360,435","360,435","14.31M","-0.06%"
"06/15/2023","360,649","360,649","360,649","360,649","20.66M","-0.09%"
"06/14/2023","360,982","360,982","360,982","360,982","29.19M","-0.31%"
"06/13/2023","362,088","362,088","362,088","362,088","54.34M","0.22%"
"06/12/2023","361,277","361,277","361,277","361,277","10.87M","-0.09%"
"06/09/2023","361,603","361,603","361,603","361,603","35.79M","-0.63%"
"06/08/2023","363,895","363,895","363,895","363,895","13.04M","-1.84%"
"06/02/2023","370,718","370,718","370,718","370,718","23.88M","-0.56%"
"06/01/2023","372,808","372,808","372,808","372,808","8.88M","0.63%"
"05/31/2023","370,476","370,476","370,476","370,476","24.30M","0.03%"
"05/30/2023","370,364","370,364","370,364","370,364","8.48M","-0.48%"
"05/29/2023","372,169","372,169","372,169","372,169","19.03M","-0.14%"
"05/26/2023","372,672","372,672","372,672","372,672","14.01M","0.82%"
"05/25/2023","369,655","369,655","369,655","369,655","8.97M","-0.34%"
"05/24/2023","370,918","370,918","370,918","370,918","17.91M","0.97%"
"05/22/2023","367,372","367,372","367,372","367,372","9.08M","1.00%"
"05/19/2023","363,731","363,731","363,731","363,731","9.32M","-0.92%"
"05/18/2023","367,119","367,119","367,119","367,119","6.84M","-0.72%"
"05/17/2023","369,783","369,783","369,783","369,783","11.79M","-99.10%"
"05/16/2023","41,304,336","41,304,336","41,304,336","41,304,336","20.50M","11,146.14%"
"05/15/2023","367,276","367,276","367,276","367,276","17.84M","-0.62%"
"05/12/2023","369,575","369,575","369,575","369,575","8.92M","-0.68%"
"05/11/2023","372,123","372,123","372,123","372,123","6.18M","0.92%"
"05/10/2023","368,715","368,715","368,715","368,715","7.54M","-1.00%"
"05/08/2023","372,453","372,453","372,453","372,453","11.47M","0.20%"
"05/05/2023","371,711","371,711","371,711","371,711","11.72M","-0.35%"
"05/04/2023","373,017","373,017","373,017","373,017","3.81M","-0.53%"
"05/03/2023","375,012","375,012","375,012","375,012","6.28M","0.39%"
"05/02/2023","373,543","373,543","373,543","373,543","25.73M","-1.73%"
"05/01/2023","380,120","380,120","380,120","380,120","22.87M","-0.05%"
"04/28/2023","380,323","380,323","380,323","380,323","15.51M","0.83%"
"04/27/2023","377,204","377,204","377,204","377,204","9.64M","0.22%"
"04/26/2023","376,388","376,388","376,388","376,388","27.08M","0.52%"
"04/25/2023","374,451","374,451","374,451","374,451","27.56M","-0.36%"
"04/24/2023","375,805","375,805","375,805","375,805","20.92M","0.46%"
"04/21/2023","374,095","374,095","374,095","374,095","9.26M","0.46%"
"04/20/2023","372,372","372,372","372,372","372,372","20.29M","0.67%"
"04/19/2023","369,888","369,888","369,888","369,888","19.13M","-0.61%"
"04/18/2023","372,174","372,174","372,174","372,174","7.95M","-0.22%"
"04/17/2023","373,006","373,006","373,006","373,006","9.37M","0.51%"
"04/14/2023","371,124","371,124","371,124","371,124","17.42M","1.09%"
"04/13/2023","367,127","367,127","367,127","367,127","20.04M","-0.32%"
"04/12/2023","368,295","368,295","368,295","368,295","12.89M","-0.28%"
"04/11/2023","369,312","369,312","369,312","369,312","4.97M","-0.32%"
"04/06/2023","370,516","370,516","370,516","370,516","10.46M","-0.20%"
"04/04/2023","371,255","371,255","371,255","371,255","9.53M","-0.13%"
"04/03/2023","371,750","371,750","371,750","371,750","18.20M","-3.13%"
"03/31/2023","383,757","383,757","383,757","383,757","24.42M","1.67%"
"03/30/2023","377,465","377,465","377,465","377,465","13.35M","2.30%"
"03/29/2023","368,993","368,993","368,993","368,993","59.57M","1.03%"
"03/28/2023","365,236","365,236","365,236","365,236","17.08M","0.01%"
"03/27/2023","365,196","365,196","365,196","365,196","83.60M","0.58%"
"03/24/2023","363,093","363,093","363,093","363,093","9.35M","0.24%"
"03/23/2023","362,231","362,231","362,231","362,231","5.65M","-0.98%"
"03/22/2023","365,833","365,833","365,833","365,833","15.38M","0.80%"
"03/21/2023","362,933","362,933","362,933","362,933","46.86M","-0.49%"
"03/20/2023","364,710","364,710","364,710","364,710","12.58M","-0.93%"
"03/17/2023","368,133","368,133","368,133","368,133","6.90M","-0.80%"
"03/16/2023","371,110","371,110","371,110","371,110","3.77M","0.13%"
"03/15/2023","370,614","370,614","370,614","370,614","34.52M","-0.15%"
"03/14/2023","371,172","371,172","371,172","371,172","8.08M","-0.27%"
"03/13/2023","372,177","372,177","372,177","372,177","9.92M","-0.20%"
"03/10/2023","372,922","372,922","372,922","372,922","10.72M","-0.07%"
"03/09/2023","373,191","373,191","373,191","373,191","17.59M","-0.27%"
"03/08/2023","374,184","374,184","374,184","374,184","23.60M","-0.59%"
"03/07/2023","376,413","376,413","376,413","376,413","19.61M","-0.76%"
"03/06/2023","379,314","379,314","379,314","379,314","8.87M","-0.82%"
"03/03/2023","382,458","382,458","382,458","382,458","7.31M","0.58%"
"03/02/2023","380,266","380,266","380,266","380,266","10.40M","-0.47%"
"03/01/2023","382,079","382,079","382,079","382,079","5.33M","0.89%"
"02/28/2023","378,694","378,694","378,694","378,694","15.50M","1.61%"
"02/27/2023","372,687","372,687","372,687","372,687","5.86M","-1.27%"
"02/24/2023","377,477","377,477","377,477","377,477","7.70M","0.91%"
"02/23/2023","374,081","374,081","374,081","374,081","6.38M","-0.35%"
"02/21/2023","375,406","375,406","375,406","375,406","18.16M","-0.02%"
"02/20/2023","375,486","375,486","375,486","375,486","14.75M","0.80%"
"02/17/2023","372,524","372,524","372,524","372,524","6.57M","-1.69%"
"02/16/2023","378,926","378,926","378,926","378,926","6.67M","0.66%"
"02/15/2023","376,427","376,427","376,427","376,427","13.38M","-1.31%"
"02/14/2023","381,416","381,416","381,416","381,416","5.30M","0.53%"
"02/13/2023","379,404","379,404","379,404","379,404","10.86M","-0.43%"
"02/10/2023","381,046","381,046","381,046","381,046","11.78M","0.12%"
"02/09/2023","380,579","380,579","380,579","380,579","16.05M","0.34%"
"02/08/2023","379,291","379,291","379,291","379,291","9.48M","0.92%"
"02/07/2023","375,831","375,831","375,831","375,831","7.94M","-0.68%"
"02/06/2023","378,389","378,389","378,389","378,389","9.43M","-0.69%"
"02/03/2023","381,037","381,037","381,037","381,037","7.61M","0.10%"
"02/02/2023","380,642","380,642","380,642","380,642","5.59M","-0.34%"
"02/01/2023","381,932","381,932","381,932","381,932","9.40M","-0.88%"
"01/31/2023","385,332","385,332","385,332","385,332","15.27M","-0.11%"
"01/30/2023","385,738","385,738","385,738","385,738","18.18M","0.29%"
"01/27/2023","384,639","384,639","384,639","384,639","10.82M","0.42%"
"01/26/2023","383,017","383,017","383,017","383,017","16.67M","-0.82%"
"01/25/2023","386,165","386,165","386,165","386,165","32.90M","0.14%"
"01/24/2023","385,609","385,609","385,609","385,609","23.05M","0.10%"
"01/23/2023","385,222","385,222","385,222","385,222","9.60M","-0.22%"
"01/20/2023","386,063","386,063","386,063","386,063","8.61M","-0.24%"
"01/19/2023","386,984","386,984","386,984","386,984","12.88M","-0.40%"
"01/18/2023","388,533","388,533","388,533","388,533","3.71M","-0.43%"
"01/17/2023","390,218","390,218","390,218","390,218","6.49M","0.42%"
"01/16/2023","388,574","388,574","388,574","388,574","5.91M","-1.12%"
"01/13/2023","392,987","392,987","392,987","392,987","4.16M","0.86%"
"01/12/2023","389,644","389,644","389,644","389,644","8.20M","0.71%"
"01/11/2023","386,883","386,883","386,883","386,883","9.80M","-0.93%"
"01/10/2023","390,518","390,518","390,518","390,518","8.20M","0.10%"
"01/09/2023","390,121","390,121","390,121","390,121","10.22M","-1.50%"
"01/06/2023","396,044","396,044","396,044","396,044","9.93M","0.91%"
"01/05/2023","392,485","392,485","392,485","392,485","5.82M","-0.54%"
"01/04/2023","394,631","394,631","394,631","394,631","7.28M","-2.40%"
"01/03/2023","404,349","404,349","404,349","404,349","8.24M","0.31%"
"12/30/2022","403,080","403,080","403,080","403,080","182.59M","2.25%"
"12/29/2022","394,216","394,216","394,216","394,216","10.90M","2.58%"
"12/28/2022","384,289","384,289","384,289","384,289","22.13M","-0.05%"
"12/23/2022","384,468","384,468","384,468","384,468","21.15M","0.91%"
"12/22/2022","380,985","380,985","380,985","380,985","7.57M","-0.31%"
"12/21/2022","382,180","382,180","382,180","382,180","68.28M","0.68%"
"12/20/2022","379,585","379,585","379,585","379,585","8.69M","0.01%"
"12/19/2022","379,558","379,558","379,558","379,558","6.90M","-0.19%"
"12/16/2022","380,284","380,284","380,284","380,284","27.40M","-0.49%"
"12/15/2022","382,174","382,174","382,174","382,174","7.08M","0.28%"
"12/14/2022","381,106","381,106","381,106","381,106","8.92M","-0.75%"
"12/13/2022","383,990","383,990","383,990","383,990","11.98M","0.03%"
"12/12/2022","383,893","383,893","383,893","383,893","6.38M","0.40%"
"12/09/2022","382,369","382,369","382,369","382,369","2.89M","-0.60%"
"12/08/2022","384,668","384,668","384,668","384,668","246.79M","-0.67%"
"12/07/2022","387,274","387,274","387,274","387,274","12.89M","1.16%"
"12/06/2022","382,828","382,828","382,828","382,828","11.74M","-0.65%"
"12/05/2022","385,352","385,352","385,352","385,352","6.35M","-0.45%"
"12/02/2022","387,083","387,083","387,083","387,083","6.54M","-0.58%"
"12/01/2022","389,346","389,346","389,346","389,346","3.64M","1.17%"
"11/30/2022","384,848","384,848","384,848","384,848","9.82M","2.27%"
"11/29/2022","376,303","376,303","376,303","376,303","5.67M","-1.68%"
"11/28/2022","382,725","382,725","382,725","382,725","12.75M","0.28%"
"11/25/2022","381,653","381,653","381,653","381,653","6.74M","0.47%"
"11/24/2022","379,869","379,869","379,869","379,869","19.40M","-0.30%"
"11/23/2022","381,023","381,023","381,023","381,023","6.01M","0.24%"
"11/22/2022","380,113","380,113","380,113","380,113","6.73M","0.20%"
"11/21/2022","379,342","379,342","379,342","379,342","12.03M","-0.27%"
"11/18/2022","380,362","380,362","380,362","380,362","8.62M","-0.77%"
"11/17/2022","383,316","383,316","383,316","383,316","10.43M","-1.56%"
"11/16/2022","389,396","389,396","389,396","389,396","23.82M","-0.12%"
"11/15/2022","389,850","389,850","389,850","389,850","11.84M","-0.16%"
"11/14/2022","390,479","390,479","390,479","390,479","10.95M","-0.48%"
"11/11/2022","392,366","392,366","392,366","392,366","7.61M","-0.07%"
"11/10/2022","392,649","392,649","392,649","392,649","12.08M","-0.58%"
"11/09/2022","394,931","394,931","394,931","394,931","4.26M","0.48%"
"11/08/2022","393,037","393,037","393,037","393,037","15.16M","-0.91%"
"11/07/2022","396,650","396,650","396,650","396,650","16.12M","-0.33%"
"11/04/2022","397,953","397,953","397,953","397,953","10.05M","0.93%"
"11/03/2022","394,298","394,298","394,298","394,298","13.09M","-0.56%"
"11/02/2022","396,516","396,516","396,516","396,516","3.95M","0.03%"
"11/01/2022","396,390","396,390","396,390","396,390","","-0.21%"
"10/31/2022","397,208","397,208","397,208","397,208","42.37M","-0.26%"
"10/28/2022","398,260","398,260","398,260","398,260","37.30M","-0.60%"
"10/27/2022","400,663","400,663","400,663","400,663","7.71M","-0.36%"
"10/26/2022","402,126","402,126","402,126","402,126","18.79M","0.28%"
"10/25/2022","401,011","401,011","401,011","401,011","6.49M","-0.09%"
"10/24/2022","401,362","401,362","401,362","401,362","5.63M","-0.77%"
"10/21/2022","404,484","404,484","404,484","404,484","6.91M","-0.27%"
"10/20/2022","405,588","405,588","405,588","405,588","4.04M","0.18%"
"10/19/2022","404,874","404,874","404,874","404,874","21.25M","-0.29%"
"10/18/2022","406,039","406,039","406,039","406,039","7.40M","-0.08%"
"10/14/2022","406,374","406,374","406,374","406,374","9.12M","-0.12%"
"10/13/2022","406,874","406,874","406,874","406,874","10.52M","-0.41%"
"10/12/2022","408,537","408,537","408,537","408,537","7.38M","-0.40%"
"10/11/2022","410,175","410,175","410,175","410,175","5.85M","0.11%"
"10/10/2022","409,739","409,739","409,739","409,739","6.74M","0.14%"
"10/07/2022","409,155","409,155","409,155","409,155","11.08M","0.15%"
"10/06/2022","408,553","408,553","408,553","408,553","7.22M","0.83%"
"10/05/2022","405,205","405,205","405,205","405,205","10.73M","-1.19%"
"10/04/2022","410,105","410,105","410,105","410,105","7.68M","-0.97%"
"10/03/2022","414,132","414,132","414,132","414,132","9.99M","0.05%"
"09/30/2022","413,943","413,943","413,943","413,943","212.51M","0.94%"
"09/29/2022","410,071","410,071","410,071","410,071","186.81M","0.41%"
"09/28/2022","408,412","408,412","408,412","408,412","27.02M","-0.10%"
"09/27/2022","408,801","408,801","408,801","408,801","10.48M","-0.45%"
"09/26/2022","410,655","410,655","410,655","410,655","12.28M","0.94%"
"09/23/2022","406,828","406,828","406,828","406,828","20.08M","0.49%"
"09/22/2022","404,853","404,853","404,853","404,853","6.86M","0.01%"
"09/21/2022","404,794","404,794","404,794","404,794","10.89M","-0.07%"
"09/20/2022","405,094","405,094","405,094","405,094","11.63M","-1.02%"
"09/19/2022","409,289","409,289","409,289","409,289","8.44M","0.30%"
"09/16/2022","408,045","408,045","408,045","408,045","7.63M","-0.14%"
"09/15/2022","408,628","408,628","408,628","408,628","4.56M","0.04%"
"09/14/2022","408,470","408,470","408,470","408,470","11.77M","0.01%"
"09/13/2022","408,449","408,449","408,449","408,449","10.17M","0.03%"
"09/12/2022","408,337","408,337","408,337","408,337","8.65M","-0.06%"
"09/09/2022","408,596","408,596","408,596","408,596","9.57M","-0.44%"
"09/08/2022","410,395","410,395","410,395","410,395","15.37M","0.64%"
"09/07/2022","407,803","407,803","407,803","407,803","10.27M","0.27%"
"09/06/2022","406,713","406,713","406,713","406,713","4.59M","0.06%"
"09/05/2022","406,451","406,451","406,451","406,451","11.11M","-0.52%"
"09/02/2022","408,596","408,596","408,596","408,596","13.18M","-0.09%"
"09/01/2022","408,944","408,944","408,944","408,944","31.59M","0.14%"
"08/31/2022","408,382","408,382","408,382","408,382","38.83M","0.04%"
"08/30/2022","408,235","408,235","408,235","408,235","14.61M","0.13%"
"08/29/2022","407,707","407,707","407,707","407,707","22.91M","-1.20%"
"08/26/2022","412,678","412,678","412,678","412,678","16.98M","0.73%"
"08/25/2022","409,700","409,700","409,700","409,700","8.63M","1.24%"
"08/24/2022","404,679","404,679","404,679","404,679","15.12M","-0.67%"
"08/23/2022","407,422","407,422","407,422","407,422","10.03M","-0.62%"
"08/22/2022","409,964","409,964","409,964","409,964","32.26M","-0.50%"
"08/19/2022","412,016","412,016","412,016","412,016","289.85M","-0.58%"
"08/18/2022","414,437","414,437","414,437","414,437","358.29M","-0.10%"
"08/17/2022","414,851","414,851","414,851","414,851","8.32M","-0.70%"
"08/16/2022","417,769","417,769","417,769","417,769","6.13M","-0.40%"
"08/15/2022","419,448","419,448","419,448","419,448","7.39M","0.21%"
"08/12/2022","418,551","418,551","418,551","418,551","4.96M","0.15%"
"08/11/2022","417,929","417,929","417,929","417,929","3.47M","0.26%"
"08/10/2022","416,854","416,854","416,854","416,854","6.41M","-0.81%"
"08/09/2022","420,251","420,251","420,251","420,251","9.12M","-0.66%"
"08/08/2022","423,057","423,057","423,057","423,057","10.74M","-0.12%"
"08/05/2022","423,550","423,550","423,550","423,550","18.50M","0.64%"
"08/04/2022","420,869","420,869","420,869","420,869","16.72M","0.13%"
"08/03/2022","420,326","420,326","420,326","420,326","6.09M","-0.94%"
"08/02/2022","424,322","424,322","424,322","424,322","8.44M","-1.21%"
"07/29/2022","429,501","429,501","429,501","429,501","22.40M","0.42%"
"07/28/2022","427,698","427,698","427,698","427,698","6.74M","-0.61%"
"07/27/2022","430,309","430,309","430,309","430,309","10.84M","-0.19%"
"07/26/2022","431,125","431,125","431,125","431,125","7.84M","0.78%"
"07/25/2022","427,777","427,777","427,777","427,777","5.05M","-0.48%"
"07/22/2022","429,859","429,859","429,859","429,859","8.79M","-0.96%"
"07/21/2022","434,042","434,042","434,042","434,042","6.39M","-0.31%"
"07/20/2022","435,390","435,390","435,390","435,390","7.99M","-0.02%"
"07/19/2022","435,490","435,490","435,490","435,490","11.31M","-0.26%"
"07/18/2022","436,626","436,626","436,626","436,626","6.22M","0.23%"
"07/15/2022","435,643","435,643","435,643","435,643","6.91M","-0.18%"
"07/14/2022","436,411","436,411","436,411","436,411","5.48M","0.04%"
"07/13/2022","436,242","436,242","436,242","436,242","16.01M","0.11%"
"07/12/2022","435,746","435,746","435,746","435,746","10.33M","0.31%"
"07/11/2022","434,421","434,421","434,421","434,421","8.97M","-0.37%"
"07/08/2022","436,014","436,014","436,014","436,014","9.62M","-0.15%"
"07/07/2022","436,649","436,649","436,649","436,649","10.33M","0.34%"
"07/06/2022","435,165","435,165","435,165","435,165","9.35M","-0.56%"
"07/05/2022","437,604","437,604","437,604","437,604","9.64M","0.25%"
"07/04/2022","436,530","436,530","436,530","436,530","8.59M","-1.43%"
"07/01/2022","442,875","442,875","442,875","442,875","13.12M","0.60%"
"06/30/2022","440,236","440,236","440,236","440,236","36.29M","0.31%"
"06/29/2022","438,886","438,886","438,886","438,886","15.77M","0.45%"
"06/28/2022","436,934","436,934","436,934","436,934","9.55M","-0.20%"
"06/27/2022","437,818","437,818","437,818","437,818","13.71M","0.42%"
"06/24/2022","435,985","435,985","435,985","435,985","16.82M","-0.75%"
"06/23/2022","439,266","439,266","439,266","439,266","16.70M","0.70%"
"06/22/2022","436,199","436,199","436,199","436,199","15.21M","0.07%"
"06/21/2022","435,913","435,913","435,913","435,913","14.12M","0.12%"
"06/20/2022","435,411","435,411","435,411","435,411","13.78M","-0.20%"
"06/17/2022","436,272","436,272","436,272","436,272","17.46M","-0.02%"
"06/16/2022","436,373","436,373","436,373","436,373","12.49M","-0.28%"
"06/15/2022","437,611","437,611","437,611","437,611","8.30M","-0.08%"
"06/14/2022","437,944","437,944","437,944","437,944","9.55M","-0.50%"
"06/13/2022","440,165","440,165","440,165","440,165","10.66M","-0.01%"
"06/10/2022","440,210","440,210","440,210","440,210","34.02M","-0.12%"
"06/09/2022","440,720","440,720","440,720","440,720","10.51M","-0.54%"
"06/08/2022","443,104","443,104","443,104","443,104","13.21M","1.10%"
"06/07/2022","438,262","438,262","438,262","438,262","8.85M","-0.94%"
"06/06/2022","442,438","442,438","442,438","442,438","14.64M","-0.26%"
"06/03/2022","443,605","443,605","443,605","443,605","7.43M","-0.62%"
"06/02/2022","446,365","446,365","446,365","446,365","17.73M","-0.54%"
"06/01/2022","448,780","448,780","448,780","448,780","17.78M","-0.37%"
"05/31/2022","450,438","450,438","450,438","450,438","19.15M","0.52%"
"05/30/2022","448,121","448,121","448,121","448,121","7.23M","0.97%"
"05/27/2022","443,816","443,816","443,816","443,816","11.03M","0.37%"
"05/26/2022","442,180","442,180","442,180","442,180","12.02M","0.51%"
"05/25/2022","439,936","439,936","439,936","439,936","12.29M","-0.52%"
"05/24/2022","442,250","442,250","442,250","442,250","23.94M","-1.67%"
"05/20/2022","449,771","449,771","449,771","449,771","6.59M","-0.35%"
"05/19/2022","451,353","451,353","451,353","451,353","9.77M","0.35%"
"05/18/2022","449,757","449,757","449,757","449,757","8.79M","-1.14%"
"05/17/2022","454,927","454,927","454,927","454,927","16.60M","-0.35%"
"05/16/2022","456,537","456,537","456,537","456,537","13.90M","-1.11%"
"05/13/2022","461,683","461,683","461,683","461,683","9.61M","0.62%"
"05/12/2022","458,828","458,828","458,828","458,828","20.27M","-0.46%"
"05/11/2022","460,938","460,938","460,938","460,938","13.19M","0.11%"
"05/10/2022","460,432","460,432","460,432","460,432","13.98M","0.51%"
"05/09/2022","458,077","458,077","458,077","458,077","14.18M","-0.23%"
"05/06/2022","459,117","459,117","459,117","459,117","10.67M","0.16%"
"05/05/2022","458,390","458,390","458,390","458,390","9.84M","-0.09%"
"05/04/2022","458,822","458,822","458,822","458,822","11.77M","0.50%"
"05/03/2022","456,529","456,529","456,529","456,529","13.45M","-0.07%"
"05/02/2022","456,834","456,834","456,834","456,834","15.82M","-0.51%"
"04/29/2022","459,174","459,174","459,174","459,174","15.47M","0.13%"
"04/28/2022","458,566","458,566","458,566","458,566","10.22M","0.74%"
"04/27/2022","455,179","455,179","455,179","455,179","11.44M","0.29%"
"04/26/2022","453,843","453,843","453,843","453,843","15.07M","-0.81%"
"04/25/2022","457,532","457,532","457,532","457,532","16.15M","0.02%"
"04/22/2022","457,455","457,455","457,455","457,455","15.12M","1.43%"
"04/21/2022","451,018","451,018","451,018","451,018","11.48M","1.78%"
"04/20/2022","443,143","443,143","443,143","443,143","15.63M","-1.65%"
"04/19/2022","450,589","450,589","450,589","450,589","14.37M","0.30%"
"04/14/2022","449,225","449,225","449,225","449,225","70.34M","-0.21%"
"04/13/2022","450,178","450,178","450,178","450,178","93.91M","0.28%"
"04/12/2022","448,908","448,908","448,908","448,908","18.60M","-0.22%"
"04/11/2022","449,915","449,915","449,915","449,915","16.13M","-0.26%"
"04/08/2022","451,098","451,098","451,098","451,098","35.19M","-0.61%"
"04/07/2022","453,859","453,859","453,859","453,859","31.22M","0.98%"
"04/06/2022","449,468","449,468","449,468","449,468","21.10M","1.25%"
"04/05/2022","443,919","443,919","443,919","443,919","122.55M","0.28%"
"04/04/2022","442,667","442,667","442,667","442,667","13.32M","0.45%"
"04/01/2022","440,667","440,667","440,667","440,667","13.07M","-0.45%"
"03/31/2022","442,658","442,658","442,658","442,658","44.06M","0.73%"
"03/30/2022","439,469","439,469","439,469","439,469","18.32M","1.09%"
"03/29/2022","434,722","434,722","434,722","434,722","20.49M","-0.82%"
"03/28/2022","438,336","438,336","438,336","438,336","14.00M","0.59%"
"03/25/2022","435,748","435,748","435,748","435,748","21.76M","0.73%"
"03/24/2022","432,586","432,586","432,586","432,586","206.89M","-0.46%"
"03/23/2022","434,587","434,587","434,587","434,587","33.11M","0.39%"
"03/22/2022","432,905","432,905","432,905","432,905","40.97M","-0.32%"
"03/21/2022","434,295","434,295","434,295","434,295","54.00M","1.17%"
"03/18/2022","429,259","429,259","429,259","429,259","22.93M","0.31%"
"03/17/2022","427,940","427,940","427,940","427,940","11.30M","-1.03%"
"03/16/2022","432,406","432,406","432,406","432,406","11.47M","-0.41%"
"03/15/2022","434,186","434,186","434,186","434,186","12.44M","-0.97%"
"03/14/2022","438,422","438,422","438,422","438,422","29.81M","-0.39%"
"03/11/2022","440,135","440,135","440,135","440,135","14.91M","-0.48%"
"03/10/2022","442,248","442,248","442,248","442,248","14.45M","0.40%"
"03/09/2022","440,504","440,504","440,504","440,504","16.83M","-0.23%"
"03/08/2022","441,537","441,537","441,537","441,537","17.24M","0.18%"
"03/07/2022","440,722","440,722","440,722","440,722","25.88M","0.26%"
"03/04/2022","439,592","439,592","439,592","439,592","20.77M","-0.30%"
"03/03/2022","440,922","440,922","440,922","440,922","74.41M","-0.81%"
"03/01/2022","444,545","444,545","444,545","444,545","17.22M","-0.01%"
"02/28/2022","444,575","444,575","444,575","444,575","14.91M","0.31%"
"02/25/2022","443,179","443,179","443,179","443,179","114.21M","-0.02%"
"02/24/2022","443,283","443,283","443,283","443,283","17.31M","-0.46%"
"02/23/2022","445,337","445,337","445,337","445,337","13.50M","-0.22%"
"02/22/2022","446,301","446,301","446,301","446,301","20.21M","0.03%"
"02/21/2022","446,189","446,189","446,189","446,189","19.28M","-0.34%"
"02/18/2022","447,732","447,732","447,732","447,732","12.66M","0.24%"
"02/17/2022","446,679","446,679","446,679","446,679","24.46M","-1.09%"
"02/16/2022","451,592","451,592","451,592","451,592","25.67M","-0.24%"
"02/15/2022","452,663","452,663","452,663","452,663","25.07M","-0.24%"
"02/14/2022","453,740","453,740","453,740","453,740","15.56M","0.12%"
"02/11/2022","453,205","453,205","453,205","453,205","13.34M","0.54%"
"02/10/2022","450,789","450,789","450,789","450,789","25.86M","0.66%"
"02/09/2022","447,833","447,833","447,833","447,833","15.99M","-0.76%"
"02/08/2022","451,244","451,244","451,244","451,244","16.43M","0.22%"
"02/07/2022","450,249","450,249","450,249","450,249","17.37M","0.38%"
"02/04/2022","448,535","448,535","448,535","448,535","12.87M","1.00%"
"02/03/2022","444,083","444,083","444,083","444,083","10.75M","0.03%"
"02/02/2022","443,955","443,955","443,955","443,955","14.62M","-0.46%"
"02/01/2022","446,025","446,025","446,025","446,025","16.93M","0.12%"
"01/31/2022","445,493","445,493","445,493","445,493","13.98M","0.79%"
"01/28/2022","442,009","442,009","442,009","442,009","43.05M","0.55%"
"01/27/2022","439,587","439,587","439,587","439,587","9.85M","0.70%"
"01/26/2022","436,515","436,515","436,515","436,515","23.55M","-0.72%"
"01/25/2022","439,684","439,684","439,684","439,684","30.42M","0.09%"
"01/24/2022","439,282","439,282","439,282","439,282","7.27M","0.01%"
"01/21/2022","439,258","439,258","439,258","439,258","15.51M","0.54%"
"01/20/2022","436,915","436,915","436,915","436,915","7.46M","0.34%"
"01/19/2022","435,449","435,449","435,449","435,449","11.06M","-0.02%"
"01/18/2022","435,520","435,520","435,520","435,520","8.13M","-0.27%"
"01/17/2022","436,687","436,687","436,687","436,687","9.68M","0.46%"
"01/14/2022","434,687","434,687","434,687","434,687","8.02M","-0.44%"
"01/13/2022","436,610","436,610","436,610","436,610","12.65M","-1.48%"
"01/12/2022","443,165","443,165","443,165","443,165","11.36M","0.66%"
